TU_name	TU_start_site	TU_end_site	Length	TU_Direction	Coding_start	Coding_end	Include_essential_gene_or_not	Included_gene_number	leaderless_gene_check	included_genes	TSS_peak	TSS_extention_end	elongation_check_start_site	elongation_check_end_site	elongation_check_length	Selected_for_coding_TU_or_not	initial_expression	elongation_ratio(PF)
TU_1126	2078719	2079813	1094	-	2078936	2079796	NS	non_leaderless	1	RVBD_1833c	2079813	2079398	2079397	2078936	462	selected	136.56	0.41
TU_1127	2079837	2080698	861	+	2079837	2080703	NS	leaderless_TSS	1	RVBD_1834	2079837	2080144	2080316	2080703	388	selected	42.96	0.43
TU_1128	2080713	2087007	6294	-	2080708	2086988	ES	non_leaderless	3	RVBD_1835c:RVBD_1836c:RVBD_1837c	2087007	2086529	2086528	2080708	5821	selected	495.45	0.38
TU_1129	2087130	2087919	789	-	2087264	2087919	NS	leaderless_TSS	2	RVBD_1838c:RVBD_1839c	2087919	2087439	2087438	2087145	294	selected	136.04	0.44
TU_1130	2087929	2089562	1633	-	2087978	2089525	NS	non_leaderless	1	RVBD_1840c	2089562	2089273	2089272	2087978	1295	selected	86.1	0.14
TU_1131	2089572	2096629	7057	-	2089688	2096606	NS	non_leaderless	6	RVBD_1841c:RVBD_1842c:RVBD_1843c:RVBD_1844c:RVBD_1845c:RVBD_1846c	2096629	2096200	2096199	2089688	6512	selected	535.5	0.22
TU_1132	2096767	2101648	4881	+	2096884	2101655	NS	leaderless_TSS	7	RVBD_1847:RVBD_1848:RVBD_1849:RVBD_1850:RVBD_1851:RVBD_1852:RVBD_1853	2096767	2097017	2097149	2101655	4507	selected	2150.2	0.02
TU_1133	2101665	2103094	1429	-	2101658	2103049	ES	non_leaderless	1	RVBD_1854c	2103094	2102421	2102420	2101658	763	selected	137.76	1.97
TU_1134	2103104	2104114	1010	-	2103191	2104114	NS	leaderless_TSS	1	RVBD_1855c	2104114	2103738	2103737	2103191	547	selected	181.39	0.43
TU_1135	2104124	2104906	782	-	2104153	2104830	NS	non_leaderless	1	RVBD_1856c	2104906	2104444	2104443	2104153	291	selected	214.69	0.39
TU_1136	2104910	2107320	2410	+	2104992	2107690	NS	non_leaderless	3	RVBD_1857:RVBD_1858:RVBD_1859	2104910	2105224	2105355	2106746	1392	selected	242.85	0.09
TU_1137	2107330	2109059	1729	+	2107743	2108720	NS	leaderless_TSS	1	RVBD_1860	2107330	2107560	2107623	2108720	1098	selected	91.61	0.24
TU_1139	2109551	2110588	1037	+	2109551	2110591	NS	leaderless_TSS	1	RVBD_1862	2109551	2109828	2109829	2110591	763	selected	112.67	0.11
TU_1140	2110601	2111369	768	-	2110598	2111368	NS	non_leaderless	1	RVBD_1863c	2111369	2110853	2110852	2110598	255	selected	544.98	0.74
TU_1141	2111379	2113027	1648	-	2111361	2112973	NS	non_leaderless	2	RVBD_1864c:RVBD_1865c	2113027	2112521	2112520	2112066	455	selected	39.67	0.9
TU_1142	2113075	2115744	2669	+	2113147	2115483	NS	non_leaderless	1	RVBD_1866	2113075	2113325	2113450	2115483	2034	selected	33.18	0.29
TU_1143	2115771	2117324	1553	+	2115771	2117255	NS	leaderless_TSS	1	RVBD_1867	2115771	2115991	2116228	2117255	1028	selected	27.33	0.37
TU_1144	2117329	2119457	2128	+	2117354	2119453	NS	non_leaderless	1	RVBD_1868	2117329	2117555	2117718	2119453	1736	selected	77.24	0.22
TU_1145	2119463	2120734	1271	-	2119467	2120702	NS	non_leaderless	1	RVBD_1869c	2120734	2120283	2120282	2119467	816	selected	275.42	0.48
TU_1146	2120744	2123158	2414	-	2120802	2123158	NS	leaderless_TSS	3	RVBD_1870c:RVBD_1871c:RVBD_1872c	2123158	2122768	2122767	2120802	1966	selected	3458.9	0.41
TU_1149	2124212	2124976	764	+	2124388	2124831	NS	non_leaderless	1	RVBD_1875	2124212	2124462	2124888	2124976	89	selected	50.66	1.3
TU_1150	2125236	2127527	2291	+	2125347	2127974	NS	non_leaderless	2	RVBD_1876:RVBD_1877	2125236	2125486	2125560	2126200	641	selected	273.66	0.45
TU_1151	2127537	2130538	3001	+	2128029	2130520	NS	non_leaderless	2	RVBD_1878:RVBD_1879	2127537	2127733	2127862	2130520	2659	selected	45.93	0.41
TU_1152	2130530	2135908	5378	-	2130548	2135874	NS	non_leaderless	7	RVBD_1880c:RVBD_1881c:RVBD_1882c:RVBD_1883c:RVBD_1884c:RVBD_1885c:RVBD_1886c	2135908	2135469	2135468	2134170	1299	selected	955.07	0.42
TU_1153	2136135	2137516	1381	+	2136265	2137407	NS	non_leaderless	1	RVBD_1887	2136135	2136278	2137057	2137407	351	selected	709.39	1.15
TU_1154	2137417	2138134	717	-	2137526	2138086	NS	non_leaderless	1	RVBD_1888c	2138134	2137672	2137671	2137526	146	selected	150.44	0.62
TU_1155	2138351	2139694	1343	-	2138451	2139694	NS	non_leaderless	3	RVBD_1888A:RVBD_1889c:RVBD_1890c	2139634	2139194	2139193	2138451	743	selected	44.46	0.58
TU_1156	2139718	2140736	1018	+	2139748	2140711	NS	non_leaderless	3	RVBD_1891:RVBD_1892:RVBD_1893	2139718	2139932	2140161	2140711	551	selected	599.27	0.19
TU_1157	2140721	2141918	1197	-	2140746	2141876	NS	non_leaderless	1	RVBD_1894c	2141918	2141513	2141512	2140746	767	selected	142.81	0.51
TU_1158	2142390	2143532	1142	+	2142528	2143682	NS	non_leaderless	1	RVBD_1895	2142390	2142650	2142848	2143534	687	selected	121.48	0.34
TU_1159	2143692	2144889	1197	-	2143542	2144889	NS	leaderless_TSS	2	RVBD_1896c:RVBD_1897c	2144889	2144395	2144394	2143542	853	selected	55.34	0.53
TU_1161	2145265	2146841	1576	-	2145221	2146252	NS	non_leaderless	1	RVBD_1899c	2146841	2146472	2146471	2145888	584	selected	187.41	0.2
TU_1162	2146851	2147640	789	-	2146252	2147640	NS	leaderless_TSS	1	RVBD_1900c	2147640	2147342	2147341	2146851	491	selected	250.96	0.16
TU_1163	2147675	2149003	1328	+	2147669	2148961	NS	non_leaderless	1	RVBD_1901	2147675	2147954	2148081	2148622	542	selected	124.72	0.5
TU_1164	2148971	2150281	1310	-	2149013	2150281	NS	leaderless_TSS	1	RVBD_1902c	2150281	2149840	2149839	2149013	827	selected	30.05	0.75
TU_1167	2151402	2152903	1501	-	2151440	2152902	NS	leaderless_TSS	2	RVBD_1905c:RVBD_1906c	2152903	2152478	2152477	2151440	1038	selected	457.42	0.37
TU_1168	2152901	2156599	3698	-	2153242	2156599	NS	leaderless_TSS	3	RVBD_1907c:RVBD_1908c:RVBD_1909c	2156599	2156245	2156244	2152916	3329	selected	56.02	1.97
TU_1169	2156609	2158089	1480	-	2156713	2157994	NS	non_leaderless	2	RVBD_1910c:RVBD_1911c	2158089	2157725	2157724	2156713	1012	selected	223.13	0.2
TU_1170	2158099	2159141	1042	-	2158094	2159098	NS	non_leaderless	1	RVBD_1912c	2159141	2158757	2158756	2158094	663	selected	47.13	0.83
TU_1171	2159198	2159918	720	+	2159198	2159950	NS	leaderless_TSS	1	RVBD_1913	2159198	2159394	2159532	2159950	419	selected	35.1	0.18
TU_1173	2160434	2162929	2495	+	2160470	2162769	NS	non_leaderless	2	RVBD_1915:RVBD_1916	2160434	2160702	2160779	2162769	1991	selected	446.01	0.13
TU_1174	2162779	2171576	8797	-	2162939	2171532	NS	non_leaderless	3	RVBD_1917c:RVBD_1918c:RVBD_1919c	2171576	2171009	2171008	2162939	8070	selected	529.1	0.04
TU_1175	2171669	2172521	852	+	2171630	2172493	NS	non_leaderless	1	RVBD_1920	2171669	2171888	2172081	2172493	413	selected	79.77	0.61
TU_1176	2172503	2173802	1299	-	2172531	2173802	NS	non_leaderless	1	RVBD_1921c	2173802	2173553	2173552	2172531	1022	selected	4.91	1.26
TU_1177	2174072	2176547	2475	+	2174074	2176520	NS	leaderless_TSS	2	RVBD_1922:RVBD_1923	2174072	2174322	2174392	2175230	839	selected	60.86	0.39
TU_1179	2177094	2178954	1860	+	2177094	2178956	NS	leaderless_TSS	1	RVBD_1925	2177094	2177379	2177525	2178956	1432	selected	993.41	0.37
TU_1181	2179680	2180447	767	+	2179680	2180453	NS	leaderless_TSS	1	RVBD_1927	2179680	2179869	2179985	2180453	469	selected	74.73	0.96
TU_1182	2180463	2181913	1450	-	2180457	2181913	NS	leaderless_TSS	2	RVBD_1928c:RVBD_1929c	2181828	2181518	2181517	2180457	1061	selected	187.49	0.06
TU_1183	2181923	2183246	1323	-	2181925	2183246	NS	non_leaderless	2	RVBD_1930c:RVBD_1931c	2183260	2182925	2182924	2181925	1000	selected	26.7	0.17
TU_1185	2183886	2187166	3280	-	2183873	2187166	NS	non_leaderless	3	RVBD_1933c:RVBD_1934c:RVBD_1935c	2187197	2186794	2186793	2183873	2921	selected	7.12	0.39
TU_1186	2187330	2193614	6284	+	2187391	2193674	NS	non_leaderless	5	RVBD_1936:RVBD_1937:RVBD_1938:RVBD_1939:RVBD_1940	2187330	2187804	2187936	2193614	5679	selected	21.72	0.75
TU_1187	2193624	2194641	1017	+	2193671	2194441	NS	non_leaderless	1	RVBD_1941	2193624	2193823	2193984	2194441	458	selected	90.81	0.2
TU_1188	2194451	2195213	762	-	2194651	2194980	NS	non_leaderless	1	RVBD_1942c	2195213	2194842	2194841	2194651	191	selected	557.01	0.36
TU_1189	2195223	2195941	718	-	2194977	2195941	NS	non_leaderless	2	RVBD_1943c:RVBD_1944c	2195836	2195429	2195428	2195223	206	selected	54.45	0.53
TU_1190	2195996	2197505	1509	+	2195996	2197360	NS	leaderless_TSS	1	RVBD_1945	2195996	2196239	2196420	2197360	941	selected	107.25	0.76
TU_1193	2198442	2200494	2052	-	2198721	2200493	NS	leaderless_TSS	4	RVBD_1948c:RVBD_1949c:RVBD_1950c:RVBD_1951c	2200494	2200004	2200003	2198721	1283	selected	140.96	0.11
TU_1196	2201284	2203015	1731	+	2201284	2203136	NS	non_leaderless	4	RVBD_1954A:RVBD_1955:RVBD_1956:RVBD_1957	2201255	2201505	2201629	2203136	1508	selected	3536.93	0.06
TU_1197	2203146	2204232	1086	-	2203025	2204232	NS	non_leaderless	3	RVBD_1958c:RVBD_1959c:RVBD_1960c	2204232	2203847	2203846	2203025	822	selected	291.3	0.04
TU_1199	2204723	2205556	833	-	2204873	2205556	NS	leaderless_TSS	2	RVBD_1962c:RVBD_1962A	2205556	2205126	2205125	2204873	253	selected	104.12	0.45
TU_1200	2205566	2206875	1309	-	2205589	2206809	NS	non_leaderless	1	RVBD_1963c	2206875	2206446	2206445	2205589	857	selected	61.2	0.29
TU_1201	2207622	2218822	11200	+	2207708	2218725	NS	non_leaderless	12	RVBD_1964:RVBD_1965:RVBD_1966:RVBD_1967:RVBD_1968:RVBD_1969:RVBD_1970:RVBD_1971:RVBD_1972:RVBD_1973:RVBD_1974:RVBD_1975	2207622	2207807	2207950	2218725	10776	selected	21.6	0.56
TU_1203	2219567	2220883	1316	+	2219762	2220808	NS	non_leaderless	1	RVBD_1977	2219567	2219817	2220005	2220808	804	selected	114.88	0.42
TU_1204	2220888	2221717	829	+	2220916	2221764	NS	non_leaderless	1	RVBD_1978	2220888	2221093	2221201	2221764	564	selected	89.64	0.23
TU_1205	2221774	2224157	2383	-	2221727	2224037	NS	non_leaderless	2	RVBD_1979c:RVBD_1980c	2224157	2223406	2223405	2221727	1679	selected	711.5	0.35
TU_1206	2224167	2225334	1167	-	2224228	2225196	NS	non_leaderless	1	RVBD_1981c	2225334	2224885	2224884	2224228	657	selected	307.3	0.66
TU_1207	2225344	2226109	765	-	2225421	2226109	NS	leaderless_TSS	2	RVBD_1982c:RVBD_1982A	2226109	2225752	2225751	2225372	380	selected	127.38	0.42
TU_1208	2226219	2227906	1687	+	2226252	2227928	NS	non_leaderless	1	RVBD_1983	2226219	2226491	2226704	2227928	1225	selected	118.92	0.26
TU_1211	2228924	2229947	1023	-	2228999	2229910	NS	non_leaderless	1	RVBD_1985c	2229947	2229517	2229516	2228999	518	selected	41.36	0.62
TU_1212	2230019	2230897	878	+	2230019	2230618	NS	leaderless_TSS	1	RVBD_1986	2230019	2230269	2230346	2230618	273	selected	99.78	0.32
TU_1215	2232237	2233677	1440	-	2232747	2233645	ES	non_leaderless	2	RVBD_1989c:RVBD_1990c	2233677	2233185	2233184	2232747	438	selected	167.82	0.45
TU_1216	2233682	2237992	4310	-	2233889	2237992	NS	leaderless_TSS	6	RVBD_1990A:RVBD_1991c:RVBD_1991A:RVBD_1992c:RVBD_1993c:RVBD_1994c	2237992	2237564	2237563	2233889	3675	selected	127.37	0.92
TU_1217	2238119	2238984	865	+	2238149	2238916	NS	non_leaderless	1	RVBD_1995	2238119	2238418	2238522	2238916	395	selected	67.31	0.56
TU_1218	2238989	2242943	3954	+	2239012	2242884	NS	non_leaderless	2	RVBD_1996:RVBD_1997	2238989	2239496	2239538	2242884	3347	selected	2486.05	0.17
TU_1219	2242894	2243756	862	-	2242953	2243729	NS	non_leaderless	1	RVBD_1998c	2243756	2243380	2243379	2242953	427	selected	50.73	0.65
TU_1220	2243766	2245148	1382	-	2243824	2245146	NS	leaderless_TSS	1	RVBD_1999c	2245148	2244793	2244792	2243824	969	selected	86.39	0.28
TU_1221	2245217	2248561	3344	+	2245217	2248450	NS	non_leaderless	3	RVBD_2000:RVBD_2001:RVBD_2002	2245291	2245476	2245639	2248450	2812	selected	49.28	0.39
TU_1222	2248460	2251915	3455	-	2248571	2251891	NS	non_leaderless	3	RVBD_2003c:RVBD_2004c:RVBD_2005c	2251915	2251501	2251500	2248571	2930	selected	792.25	0.49
TU_1223	2252010	2256082	4072	+	2252010	2255993	NS	non_leaderless	1	RVBD_2006	2252034	2252284	2252340	2255993	3654	selected	12.71	1.36
TU_1225	2256446	2257950	1504	-	2256625	2257950	NS	non_leaderless	1	RVBD_2008c	2257795	2257218	2257217	2256617	601	selected	9.18	0.53
TU_1226	2258053	2258852	799	+	2258038	2258679	NS	non_leaderless	2	RVBD_2009:RVBD_2010	2258053	2258356	2258488	2258679	192	selected	444.76	0.38
TU_1228	2259334	2261814	2480	+	2259334	2261696	NS	non_leaderless	3	RVBD_2012:RVBD_2013:RVBD_2014	2259559	2259809	2259895	2261696	1802	selected	53.77	0.05
TU_1229	2261706	2263080	1374	-	2261824	2263080	NS	leaderless_TSS	1	RVBD_2015c	2263080	2262789	2262788	2261824	965	selected	88.66	1.64
TU_1230	2263398	2266419	3021	+	2263434	2266413	ES	non_leaderless	4	RVBD_2016:RVBD_2017:RVBD_2018:RVBD_2019	2263398	2263634	2263857	2265229	1373	selected	86.17	0.42
TU_1231	2266423	2267510	1087	-	2266429	2267118	NS	non_leaderless	2	RVBD_2020c:RVBD_2021c	2267510	2267029	2267028	2266429	600	selected	216.51	0.53
TU_1232	2267520	2270248	2728	-	2267127	2270248	NS	leaderless_TSS	4	RVBD_2022c:RVBD_2023c:RVBD_2023A:RVBD_2024c	2270248	2269796	2269795	2267649	2147	selected	61.85	0.4
TU_1233	2270258	2278969	8711	-	2270758	2278940	NS	non_leaderless	7	RVBD_2025c:RVBD_2026c:RVBD_2027c:RVBD_2028c:RVBD_2029c:RVBD_2030c:RVBD_2031c	2278969	2278410	2278409	2270758	7652	selected	4019.89	0.18
TU_1234	2279113	2280238	1125	+	2279137	2280132	NS	non_leaderless	1	RVBD_2032	2279113	2279359	2279504	2280132	629	selected	366.32	0.65
TU_1235	2280142	2281090	948	-	2280248	2281090	NS	leaderless_TSS	1	RVBD_2033c	2281090	2280611	2280610	2280248	363	selected	123.59	0.48
TU_1236	2281302	2282745	1443	+	2281302	2282748	NS	leaderless_TSS	3	RVBD_2034:RVBD_2035:RVBD_2036	2281302	2281552	2281626	2282748	1123	selected	86.32	1.02
TU_1237	2282758	2283720	962	-	2282755	2283729	NS	non_leaderless	1	RVBD_2037c	2283720	2283352	2283351	2282755	597	selected	139.72	0.11
TU_1238	2283730	2289254	5524	-	2283731	2289249	NS	non_leaderless	6	RVBD_2038c:RVBD_2039c:RVBD_2040c:RVBD_2041c:RVBD_2042c:RVBD_2043c	2289254	2288845	2288844	2283731	5114	selected	69.75	0.27
TU_1239	2289264	2291198	1934	-	2289290	2291228	NS	non_leaderless	2	RVBD_2044c:RVBD_2045c	2291198	2290816	2290815	2289290	1526	selected	45.41	0.33
TU_1241	2291943	2307203	15260	-	2291970	2306994	NS	non_leaderless	2	RVBD_2047c:RVBD_2048c	2307203	2306713	2306712	2293003	13710	selected	299.67	0.39
TU_1244	2308174	2313060	4886	-	2308139	2313057	ES	leaderless_TSS	3	RVBD_2051c:RVBD_2052c:RVBD_2053c	2313060	2312687	2312686	2309176	3511	selected	549.8	0.15
TU_1245	2313133	2314085	952	+	2313133	2313846	NS	leaderless_TSS	1	RVBD_2054	2313133	2313341	2313545	2313846	302	selected	84.72	1
TU_1246	2313856	2315128	1272	-	2314095	2315069	NS	non_leaderless	4	RVBD_2055c:RVBD_2056c:RVBD_2057c:RVBD_2058c	2315128	2314623	2314622	2314095	528	selected	26.84	1.1
TU_1247	2315148	2316679	1531	+	2315182	2316688	NS	non_leaderless	2	RVBD_2059:RVBD_2060	2315148	2315398	2315701	2316688	988	selected	18.56	0.57
TU_1249	2317103	2320761	3658	-	2317177	2320761	NS	leaderless_TSS	1	RVBD_2062c	2320761	2320432	2320431	2317177	3255	selected	132.19	0.09
TU_1251	2321459	2322550	1091	+	2321459	2322550	NS	leaderless_TSS	1	RVBD_2064	2321459	2321743	2321837	2322550	714	selected	23.89	0.79
TU_1252	2322560	2324645	2085	+	2322560	2324709	NS	leaderless_TSS	2	RVBD_2065:RVBD_2066	2322560	2322810	2322936	2324709	1774	selected	52.4	0.37
TU_1253	2324719	2326390	1671	-	2324655	2325878	NS	non_leaderless	1	RVBD_2067c	2326390	2326030	2326029	2324655	1375	selected	197.58	0.33
TU_1256	2327519	2330971	3452	-	2327499	2330971	NS	non_leaderless	4	RVBD_2070c:RVBD_2071c:RVBD_2072c:RVBD_2073c	2330976	2330495	2330494	2327718	2777	selected	23.45	0.71
TU_1258	2331424	2334602	3178	-	2331424	2334602	NS	leaderless_TSS	4	RVBD_2075c:RVBD_2076c:RVBD_2077c:RVBD_2077A	2334602	2334172	2334171	2334018	154	selected	84.77	0.36
TU_1260	2335048	2337156	2108	+	2335067	2337333	NS	non_leaderless	2	RVBD_2078:RVBD_2079	2335048	2335215	2335522	2337156	1635	selected	35.89	0.27
TU_1261	2337166	2338063	897	+	2337314	2337877	NS	non_leaderless	1	RVBD_2080	2337166	2337386	2337524	2337877	354	selected	130.75	0.46
TU_1262	2337887	2338647	760	-	2338073	2338513	NS	non_leaderless	1	RVBD_2081c	2338647	2338265	2338264	2338073	192	selected	336.62	0.35
TU_1263	2338717	2339441	724	+	2338717	2340882	NS	non_leaderless	1	RVBD_2082	2338717	2338967	2338967	2339441	475	selected	141.26	0.19
TU_1264	2339451	2344331	4880	+	2340879	2344232	NS	non_leaderless	5	RVBD_2083:RVBD_2084:RVBD_2085:RVBD_2086:RVBD_2087	2339451	2339701	2339718	2344232	4515	selected	35.28	0.92
TU_1265	2344336	2346195	1859	+	2344419	2346188	NS	non_leaderless	1	RVBD_2088	2344336	2344515	2344689	2346188	1500	selected	60.24	0.23
TU_1266	2346198	2347332	1134	-	2346205	2347332	NS	leaderless_TSS	1	RVBD_2089c	2347332	2346881	2346880	2346205	676	selected	10.27	0.99
TU_1267	2347381	2348556	1175	+	2347381	2348562	NS	leaderless_TSS	1	RVBD_2090	2347381	2347631	2348201	2348562	362	selected	8.45	0.83
TU_1268	2348572	2349335	763	-	2348566	2349300	NS	non_leaderless	1	RVBD_2091c	2349335	2348897	2348896	2348566	331	selected	633.35	0.42
TU_1269	2349345	2353325	3980	-	2349342	2353305	ES	non_leaderless	3	RVBD_2092c:RVBD_2093c:RVBD_2094c	2353325	2352934	2352933	2349342	3592	selected	1215.78	0.06
TU_1270	2353335	2356685	3350	-	2353373	2356685	NS	leaderless_TSS	3	RVBD_2095c:RVBD_2096c:RVBD_2097c	2356685	2356306	2356305	2353373	2933	selected	496.68	0.29
TU_1271	2356695	2358493	1798	-	2356737	2358214	NS	non_leaderless	2	RVBD_2098c:RVBD_2099c	2358493	2357989	2357988	2356737	1252	selected	36.02	0.18
TU_1272	2358397	2360169	1772	+	2358397	2360049	NS	non_leaderless	1	RVBD_2100	2358510	2358844	2358845	2360049	1205	selected	5.99	0.47
TU_1273	2360174	2364084	3910	+	2360248	2364115	NS	non_leaderless	2	RVBD_2101:RVBD_2102	2360174	2360424	2360505	2364115	3611	selected	198.56	0.31
TU_1275	2364807	2366950	2143	+	2365473	2366734	NS	leaderless_TSS	2	RVBD_2105:RVBD_2106	2364807	2365076	2365143	2366734	1592	selected	15.42	0.38
TU_1276	2366955	2368952	1997	+	2367367	2368450	NS	non_leaderless	2	RVBD_2107:RVBD_2108	2366955	2367238	2367403	2368450	1048	selected	375.42	0.34
TU_1277	2368783	2370865	2082	-	2368991	2370800	ES	non_leaderless	3	RVBD_2109c:RVBD_2110c:RVBD_2111c	2370865	2370491	2370490	2368991	1500	selected	844.01	0.34
TU_1278	2370875	2372577	1702	-	2370913	2372577	NS	non_leaderless	1	RVBD_2112c	2372430	2372064	2372063	2370913	1151	selected	129.13	0.46
TU_1279	2372638	2373832	1194	+	2372638	2373831	NS	leaderless_TSS	1	RVBD_2113	2372638	2372888	2373015	2373831	817	selected	125.09	0.12
TU_1281	2374475	2376337	1862	-	2374469	2376298	NS	non_leaderless	1	RVBD_2115c	2376337	2375946	2375945	2374469	1477	selected	191.78	0.85
TU_1282	2376427	2377468	1041	+	2376579	2377449	NS	non_leaderless	2	RVBD_2116:RVBD_2117	2376427	2376634	2376723	2377449	727	selected	98.9	0.07
TU_1283	2377459	2378320	861	-	2377478	2378320	NS	leaderless_TSS	1	RVBD_2118c	2378320	2377931	2377930	2377478	453	selected	59.34	0.72
TU_1284	2378394	2379243	849	+	2378394	2379230	NS	leaderless_TSS	1	RVBD_2119	2378394	2378620	2378775	2379230	456	selected	57.02	0.37
TU_1286	2379792	2381028	1236	-	2379814	2380952	ES	non_leaderless	2	RVBD_2121c:RVBD_2122c	2381028	2380593	2380592	2379814	779	selected	99.61	0.43
TU_1287	2381079	2382487	1408	+	2381079	2382500	NS	non_leaderless	1	RVBD_2123	2381079	2381329	2381445	2382500	1056	selected	135.43	0.32
TU_1288	2382510	2386079	3569	-	2382497	2386075	NS	non_leaderless	1	RVBD_2124c	2386079	2385637	2385636	2382497	3140	selected	133.63	1.01
TU_1289	2386301	2387200	899	+	2386301	2387179	NS	leaderless_TSS	1	RVBD_2125	2386301	2386552	2386684	2387179	496	selected	246.12	0.27
TU_1290	2387189	2388394	1205	-	2387210	2388298	NS	non_leaderless	1	RVBD_2126c	2388394	2387896	2387895	2387210	686	selected	45.15	0.21
TU_1291	2388520	2390306	1786	+	2388624	2390296	NS	non_leaderless	2	RVBD_2127:RVBD_2128	2388520	2388784	2388890	2390296	1407	selected	628.49	0.24
TU_1292	2390306	2391197	891	-	2390316	2391197	NS	leaderless_TSS	1	RVBD_2129c	2391197	2390733	2390732	2390316	417	selected	112.47	0.36
TU_1293	2391207	2393325	2118	-	2391223	2393328	ES	leaderless_TSS	2	RVBD_2130c:RVBD_2131c	2393325	2392929	2392928	2391223	1706	selected	211.09	0.35
TU_1295	2393659	2395248	1589	-	2393859	2395245	NS	leaderless_TSS	2	RVBD_2133c:RVBD_2134c	2395248	2394842	2394841	2393859	983	selected	423.51	0.17
TU_1296	2395258	2397323	2065	-	2395309	2397323	NS	non_leaderless	3	RVBD_2135c:RVBD_2136c:RVBD_2137c	2397215	2396834	2396833	2395312	1522	selected	2692.49	0.03
TU_1297	2397253	2398258	1005	+	2397338	2398414	ES	non_leaderless	1	RVBD_2138	2397253	2397476	2397556	2398183	628	selected	233.49	0.2
TU_1298	2398268	2399796	1528	+	2398728	2399801	ES	non_leaderless	1	RVBD_2139	2398268	2398521	2398656	2399801	1146	selected	527.55	0.17
TU_1299	2399811	2401735	1924	-	2399806	2401730	NS	non_leaderless	2	RVBD_2140c:RVBD_2141c	2401735	2401278	2401277	2399806	1472	selected	76.21	0.54
TU_1302	2402985	2404163	1178	+	2402985	2404043	NS	non_leaderless	1	RVBD_2143	2403174	2403424	2403597	2404043	447	selected	92.36	0.38
TU_1304	2404566	2406026	1460	-	2404624	2405964	ES	non_leaderless	2	RVBD_2145c:RVBD_2146c	2406026	2405596	2405595	2404624	972	selected	659.04	0.64
TU_1305	2406021	2406849	828	-	2406126	2406851	ES	non_leaderless	1	RVBD_2147c	2406849	2406413	2406412	2406036	377	selected	576.33	0.8
TU_1306	2406859	2409633	2774	-	2406848	2409532	ES	non_leaderless	3	RVBD_2148c:RVBD_2149c:RVBD_2150c	2409633	2409217	2409216	2406859	2358	selected	611.14	0.35
TU_1307	2409643	2415178	5535	-	2409705	2414930	ES	non_leaderless	4	RVBD_2151c:RVBD_2152c:RVBD_2153c:RVBD_2154c	2415178	2414767	2414766	2409705	5062	selected	441.64	0.26
TU_1308	2415188	2423176	7988	-	2414942	2423145	ES	non_leaderless	7	RVBD_2155c:RVBD_2156c:RVBD_2157c:RVBD_2158c:RVBD_2159c:RVBD_2160A:RVBD_2161c	2423176	2422844	2422843	2415188	7656	selected	1028.06	0.27
TU_1309	2423186	2424855	1669	-	2423248	2424846	NS	non_leaderless	1	RVBD_2162c	2424855	2424411	2424410	2423248	1163	selected	1706.84	0.17
TU_1310	2424905	2429909	5004	-	2425056	2429866	ES	non_leaderless	4	RVBD_2163c:RVBD_2164c:RVBD_2165c:RVBD_2166c	2429909	2429474	2429473	2424920	4554	selected	1149.34	0.11
TU_1311	2429904	2432050	2146	-	2430167	2431977	NS	non_leaderless	3	RVBD_2167c:RVBD_2168c:RVBD_2169c	2432050	2431572	2431571	2429919	1653	selected	773.61	0.03
TU_1313	2432917	2433629	712	+	2432959	2433642	NS	non_leaderless	1	RVBD_2171	2432917	2433205	2433326	2433642	317	selected	159.88	0.38
TU_1314	2433652	2434663	1011	-	2433639	2434544	ES	non_leaderless	1	RVBD_2172c	2434663	2434244	2434243	2433639	605	selected	594.98	0.5
TU_1315	2434784	2437444	2660	+	2434855	2437467	ES	non_leaderless	2	RVBD_2173:RVBD_2174	2434784	2435016	2435153	2437467	2315	selected	83.44	0.51
TU_1317	2437913	2439280	1367	+	2437949	2439148	NS	leaderless_TSS	1	RVBD_2176	2437913	2438163	2438282	2439148	867	selected	111.22	0.15
TU_1318	2439158	2441728	2570	-	2439290	2441728	ES	leaderless_TSS	2	RVBD_2177c:RVBD_2178c	2441728	2441284	2441283	2439290	1994	selected	245.31	0.44
TU_1319	2441738	2443222	1484	-	2441819	2443222	NS	non_leaderless	2	RVBD_2179c:RVBD_2180c	2443216	2442886	2442885	2441819	1067	selected	25.5	1.21
TU_1320	2443307	2444584	1277	+	2443310	2444593	NS	leaderless_TSS	1	RVBD_2181	2443307	2443557	2443707	2444593	887	selected	389.08	0.34
TU_1321	2444603	2445370	767	-	2444594	2445337	ES	non_leaderless	1	RVBD_2182c	2445370	2444949	2444948	2444594	355	selected	757.51	0.42
TU_1323	2446065	2447577	1512	-	2445815	2447508	NS	non_leaderless	2	RVBD_2184c:RVBD_2185c	2447577	2446927	2446926	2446065	862	selected	386.04	0.51
TU_1325	2448120	2449991	1871	+	2448168	2449970	NS	non_leaderless	1	RVBD_2187	2448120	2448370	2448607	2449970	1364	selected	155.61	0.46
TU_1326	2449980	2453333	3353	-	2450001	2453280	ES	non_leaderless	3	RVBD_2188c:RVBD_2189c:RVBD_2190c	2453333	2452921	2452920	2450557	2364	selected	2024.6	0.13
TU_1328	2453827	2455629	1802	+	2453827	2455764	NS	non_leaderless	1	RVBD_2191	2453851	2454021	2454174	2455764	1591	selected	24.55	0.36
